title,published_dt,section,source,link,note
10 providers seeking RCM talent,2026-02-23T09:19:07-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-providers-seeking-rcm-talent-35/,The article discusses job listings for revenue cycle management positions and does not mention any exit events or closures.
The 'uncomfortable decisions' ahead for hospital CFOs,2026-02-20T15:51:10-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/the-uncomfortable-decisions-ahead-for-hospital-cfos/,The article discusses financial strategies and challenges faced by hospital CFOs without mentioning any specific exit events or closures.
Kentucky hospital disputes closure rumors,2026-02-20T08:30:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/kentucky-hospital-disputes-closure-rumors/,The article discusses the financial health of the hospital and disputes closure rumors without indicating any exit events or actual closures.
Illinois eliminates $1.1B in medical debt,2026-02-19T13:28:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/illinois-eliminates-1-1b-in-medical-debt/,The article discusses medical debt relief and does not mention any exit events or closures.
R1 RCM sells 340B referral capture business,2026-02-19T09:19:03-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/r1-rcm-sells-340b-referral-capture-business/,The article discusses a business acquisition and does not mention any exit events or closures.
HSHS back in the black in H1,2026-02-19T08:45:16-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/hshs-back-in-the-black-in-h1/,The article discusses financial performance and operational improvements without mentioning any exit events or closures.
The aging population trend CFOs can't ignore,2026-02-19T08:25:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/the-aging-population-trend-cfos-cant-ignore/,The article discusses healthcare access and demographic trends without mentioning any specific exit events or closures.
OHSU to open $650M cancer center,2026-02-18T14:21:40-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/ohsu-to-open-650m-cancer-center/,The article discusses the opening of a new cancer center and does not mention any exit events or closures.
10 health systems with strong finances,2026-02-18T08:59:37-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-health-systems-with-strong-finances-7/,The article discusses health systems with strong financial positions but does not mention any exit events or closures.
Safety-net CEOs confront rising labor costs — and hard decisions,2026-02-17T12:52:26-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/safety-net-ceos-confront-rising-labor-costs-and-hard-decisions/,The article discusses financial challenges and labor negotiations but does not mention any specific exit events or closures.
UnitedHealth CEO privately invested in potential competitors: Wall Street Journal,2026-02-17T10:20:05-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/unitedhealth-ceo-privately-invested-in-potential-competitors-wall-street-journal/,The article discusses investments and corporate governance but does not mention any exit events or closures.
Jefferson posts $201M operating loss in H1,2026-02-17T08:43:41-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/jefferson-posts-201m-operating-loss-in-h1/,The article discusses financial losses and restructuring but does not mention any specific exit events or closures.
How Texas represents a paradox in Rural Health Transformation funding,2026-02-13T14:47:09-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/how-texas-represents-a-paradox-in-rural-health-transformation-funding/,The article discusses funding for rural health transformation but does not mention any exit events or closures.
10 providers seeking RCM talent,2026-02-13T14:18:03-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-providers-seeking-rcm-talent-34/,The article discusses job postings for revenue cycle management positions and does not mention any exit events or closures.
Inflation eases to 2.4%: What healthcare leaders should know,2026-02-13T10:09:22-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/inflation-eases-to-2-4-what-healthcare-leaders-should-know/,The article discusses inflation rates and their impact on healthcare but does not mention any exit events or closures.
How freestanding EDs are reshaping healthcare,2026-02-13T08:44:15-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/how-freestanding-eds-are-reshaping-healthcare/,The article discusses the growth and expansion of freestanding emergency departments without mentioning any exit events or closures.
28 hospital price transparency fines by bed count,2026-02-12T15:32:13-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/28-hospital-price-transparency-fines-by-bed-count/,The article discusses hospital fines related to price transparency but does not mention any exit events or closures.
Payers ranked by 2025 medical loss ratios,2026-02-12T15:02:47-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/payers-ranked-by-2025-medical-loss-ratios/,The article discusses medical loss ratios of insurers without mentioning any exit events or closures.
Payers ranked by 2025 profits,2026-02-12T15:02:24-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/payers-ranked-by-2025-profits/,The article discusses financial performance of insurers without mentioning any exit events or closures.
"PeaceHealth to lay off 94, including nurses",2026-02-12T09:18:23-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/peacehealth-to-lay-off-94-including-nurses/,The article discusses layoffs and workforce reductions but does not mention any specific exit events or closures.
"10 years after CMS' first mandatory bundled payment model, what did it actually build?",2026-02-11T18:29:02-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-years-after-cms-first-mandatory-bundled-payment-model-what-did-it-actually-build/,The article discusses the Comprehensive Care for Joint Replacement model and its implications but does not mention any specific exit events or closures.
Hartford HealthCare taps Sift to tackle upstream reimbursement pressure,2026-02-11T15:05:11-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/hartford-healthcare-taps-sift-to-tackle-upstream-reimbursement-pressure/,"The article discusses a partnership aimed at improving reimbursement and revenue cycle performance, with no mention of exit events or closures."
Ochsner CFO: Industry inefficiencies create 'unlimited opportunity',2026-02-11T15:00:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/ochsner-cfo-nothing-out-there-to-offset-legislative-headwinds/,The article discusses financial challenges and industry inefficiencies without mentioning any specific exit events or closures.
Tenet expects 20% ACA enrollment drop,2026-02-11T14:03:43-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/tenet-expects-20-aca-enrollment-drop/,The article discusses anticipated changes in ACA enrollment and financial projections but does not mention any specific exit events or closures.
Hawaii Pacific Health narrows operating loss as it pursues BCBS affiliation,2026-02-11T10:47:39-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/hawaii-pacific-health-narrows-operating-loss-as-it-pursues-bcbs-affiliation/,The article discusses a potential affiliation and financial performance but does not mention any specific exit events or closures.
Arizona system halts new hospital plans amid financial strain,2026-02-11T08:53:04-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/arizona-system-halts-new-hospital-plans-amid-financial-strain/,The article discusses financial challenges and plans for a new hospital but does not mention any specific exit events or closures.
Northwestern heart hospital gets another $50M,2026-02-11T08:25:28-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/northwestern-heart-hospital-gets-50m/,The article discusses a financial gift to a healthcare institute and does not mention any exit events or closures.
"Lovelace investing in strategic expansion, not 'growing for growth sake'",2026-02-10T15:10:08-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/lovelace-investing-in-strategic-expansion-not-growing-for-growth-sake/,The article discusses strategic growth and expansion plans without mentioning any exit events or closures.
Luminis Health back in the black in H1,2026-02-10T14:59:56-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/luminis-health-back-in-the-black-in-h1/,The article discusses financial performance and operational metrics without mentioning any exit events or closures.
Hospital finances' 'new normal',2026-02-10T11:18:08-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/hospital-finances-new-normal/,The article discusses financial trends and challenges faced by hospitals but does not mention any specific exit events or closures.
