article_title,article_published_dt,article_section,article_source,link,event_index,status,provider,payer,market,program,effective_date,states,geography_detail,reason,member_impact,summary,record_type,event_type
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,6,Planned Exit,Lehigh Valley Health Network,UnitedHealthcare,Medicare Advantage,,2026-01-25,PA,,,,"Lehigh Valley Health Network will go out of network with UnitedHealthcare MA on Jan. 25, 2026.",exit,provider_payer_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,7,Planned Exit,Centra Health,Humana,Medicare Advantage,,2026-01-01,VA,,,,Centra Health is dropping Humana MA in 2026.,exit,provider_payer_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,8,Planned Exit,Mass General Brigham,,Medicare Advantage,,2026-01-01,MA,,,,Most primary care providers at Mass General Brigham will no longer be in network with MA plans from UnitedHealthcare or BCBS Massachusetts in 2026.,exit,provider_market_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,9,Planned Exit,St. Luke’s Health System,Humana,Medicare Advantage,,2026-01-01,ID,,,,St. Luke’s Health System will not accept Humana MA in 2026.,exit,provider_payer_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,10,Planned Exit,Montrose Regional Health,Humana,Medicare Advantage,,2026-01-01,CO,,,,Montrose Regional Health will end its contract with Humana MA in 2026.,exit,provider_payer_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,11,Planned Exit,Kettering Health,"Humana, Devoted Health",Medicare Advantage,,2026-01-01,OH,,,,Kettering Health will no longer contract with Humana and Devoted Health MA in 2026.,exit,provider_payer_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,12,Planned Exit,Iowa Specialty Hospitals and Clinics,,Medicare Advantage,,2026-01-01,IA,,,,"Iowa Specialty Hospitals and Clinics is dropping all MA plans in 2026, except for Aetna, Medigold, UnitedHealthcare, and Wellmark BCBS.",exit,provider_market_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,13,Planned Exit,White River Health,Aetna,Medicare Advantage,,2026-01-31,AR,,,,"White River Health will no longer be in-network with Aetna MA, effective Jan. 31, 2026.",exit,provider_payer_exit
14 health systems dropping Medicare Advantage plans | 2026,2025-12-30T18:00:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/16-health-systems-dropping-medicare-advantage-plans-2026/,14,Planned Exit,South County Hospital,Aetna,Medicare Advantage,,2026-01-01,RI,,,,South County Hospital will be out of network with Aetna MA in 2026.,exit,provider_payer_exit
Inside ProMedica’s path back to investment-grade status,2025-12-30T08:35:42-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/inside-promedicas-path-back-to-investment-grade-status/,1,Resolved,ProMedica,,Multiple,,,,"Toledo, Ohio",Exited the skilled nursing facilities market due to significant operating losses.,"Removed a major source of financial drag, leading to stabilization.","ProMedica exited the skilled nursing facilities market, which was responsible for over $200 million in operating losses in 2022. This move helped stabilize the system financially. The exit was part of a broader turnaround strategy to focus on core medical care.",exit,provider_market_exit
Inside ProMedica’s path back to investment-grade status,2025-12-30T08:35:42-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/inside-promedicas-path-back-to-investment-grade-status/,2,Resolved,ProMedica,,Multiple,,,,"Toledo, Ohio",Sold its national hospice business to strengthen liquidity.,Used proceeds to pay down over $400 million in debt.,"ProMedica sold its national hospice business through a competitive bidding process, which allowed the system to pay down more than $400 million in debt and improve liquidity.",exit,provider_market_exit
Inside ProMedica’s path back to investment-grade status,2025-12-30T08:35:42-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/inside-promedicas-path-back-to-investment-grade-status/,3,Resolved,ProMedica,,Multiple,,,,"Toledo, Ohio",Sold its insurance business to simplify operations.,,"ProMedica sold its insurance business to Medical Mutual of Ohio, which simplified its operating model and allowed the system to focus more on provider operations.",exit,provider_market_exit
Inside ProMedica’s path back to investment-grade status,2025-12-30T08:35:42-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/inside-promedicas-path-back-to-investment-grade-status/,4,Resolved,ProMedica,,Multiple,,,,"Toledo, Ohio",Spun off 47 assisted living facilities to relieve lease obligations.,,"ProMedica spun off 47 assisted living facilities into a separate organization, relieving the system of over $350 million in lease obligations.",exit,provider_market_exit
10 planned hospital reopenings,2025-12-29T14:57:38-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/4-planned-hospital-reopenings/,1,Resolved,HSHS,,Multiple,,,WI,"Chippewa Falls, Eau Claire","HSHS closed St. Joseph’s and Sacred Heart Hospital, terminating its presence in western Wisconsin.",,"HSHS closed St. Joseph’s and Sacred Heart Hospital in Eau Claire, Wisconsin, terminating its presence in the region.",exit,provider_market_exit
20 healthcare bankruptcies in 2025,2025-12-18T14:59:46-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/7-healthcare-bankruptcies-in-2025/,1,Active Exit,,Prospect Medical Holdings,Multiple,,,"CT,RI,PA",,"Prospect Medical Holdings is exiting the Connecticut, Rhode Island, and Pennsylvania hospital markets.",,Prospect Medical Holdings is working to offload 10 of its 16 hospitals and has initiated voluntary bankruptcy proceedings to facilitate this exit.,exit,payer_market_exit
CHS in 2025: 10 things to know,2025-12-17T09:11:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/chs-in-2025-10-things-to-know/,1,Planned Exit,Community Health Systems,,,,,PA,Scranton,,,"Community Health Systems signed a letter of intent in July to sell Commonwealth Health, a three-hospital system in Scranton, Pennsylvania. This deal would see CHS exit Pennsylvania.",exit,provider_market_exit
CHS in 2025: 10 things to know,2025-12-17T09:11:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/chs-in-2025-10-things-to-know/,2,Active Exit,Community Health Systems,Memorial Health System,,,2025-01-31,MS,Biloxi,,,"CHS sold Merit Health Biloxi, a 153-bed hospital, to Gulfport, Mississippi-based Memorial Health System, effective January 31.",exit,provider_payer_exit
CHS in 2025: 10 things to know,2025-12-17T09:11:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/chs-in-2025-10-things-to-know/,3,Active Exit,Community Health Systems,AdventHealth,,,2025-03-01,FL,Port Charlotte and Punta Gorda,,,"CHS sold ShorePoint Health-Port Charlotte and certain assets of ShorePoint Health-Punta Gorda to Altamonte Springs, Florida-based AdventHealth for $260 million, effective March 1.",exit,provider_payer_exit
CHS in 2025: 10 things to know,2025-12-17T09:11:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/chs-in-2025-10-things-to-know/,4,Active Exit,Community Health Systems,Duke University Health System,,,2025-04-01,NC,Mooresville,,,"CHS sold Lake Norman Regional Medical Center in Mooresville, North Carolina, to Durham, North Carolina-based Duke University Health System for $284 million, effective April 1.",exit,provider_payer_exit
CHS in 2025: 10 things to know,2025-12-17T09:11:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/chs-in-2025-10-things-to-know/,5,Active Exit,Community Health Systems,Ascension,,,2025-06-30,TX,Cedar Park,,,"CHS sold its 80% ownership stake in Cedar Park Medical Center, a 126-bed facility in Texas, to St. Louis-based Ascension on June 30 for $460 million in cash.",exit,provider_payer_exit
CHS in 2025: 10 things to know,2025-12-17T09:11:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/chs-in-2025-10-things-to-know/,6,Active Exit,Community Health Systems,Vanderbilt University Medical Center,,,,TN,Clarksville,,,"CHS signed a definitive agreement to sell its 80% ownership interest in two joint ventures, which own and operate Tennova Healthcare-Clarksville in Tennessee, to Vanderbilt University Medical Center.",exit,provider_payer_exit
Prime in 2025: 8 things to know,2025-12-16T15:30:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/prime-in-2025-8-things-to-know/,1,Resolved,Prime Healthcare Foundation,,,,,RI,"North Providence, Providence",Backed out of acquiring two hospitals.,,Prime Healthcare Foundation backed out of acquiring two Rhode Island hospitals owned by bankrupt Prospect Medical Holdings in early December. The hospitals involved are Our Lady of Fatima Hospital and Roger Williams Medical Center.,exit,provider_market_exit
The Medicare Advantage question hospitals want answered,2025-12-04T09:16:03-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/the-medicare-advantage-question-hospitals-want-answered/,1,Planned Exit,Mayo Clinic,Humana and UnitedHealthcare,Medicare Advantage,,2026-01-01,MN,,Decision to end contracts with most Humana and UnitedHealthcare MA plans.,Patients likely won’t be able to get an appointment unless it’s clinically significant or an exception is made.,Mayo Clinic has decided to end contracts with most Humana and UnitedHealthcare Medicare Advantage plans effective January 2026. This reflects a broader trend among health systems to reconsider participation in MA due to financial pressures.,exit,provider_payer_exit
The Medicare Advantage question hospitals want answered,2025-12-04T09:16:03-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/the-medicare-advantage-question-hospitals-want-answered/,2,Active Exit,Multiple health systems,,Medicare Advantage,,,,,Financial performance issues and operational hurdles.,Significant peer and network disruption in the Medicare Advantage space.,"Over the last three years, about 90 hospitals and health systems have dropped some or all of their Medicare Advantage contracts due to persistent operational and financial hurdles.",exit,provider_market_exit
Reopened Insight hospital’s Medicare agreement still in limbo,2025-11-21T12:35:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/reopened-insight-hospitals-medicare-agreement-still-in-limbo/,1,Resolved,Insight Hospital and Medical Center Trumbull,Medicare,Medicare Advantage,,2025-10-10,OH,"Warren, Ohio",Termination of agreement due to multiple Medicare Conditions of Participation violations.,,"Insight Hospital and Medical Center Trumbull's agreement with Medicare was terminated on October 10 due to violations. The hospital is appealing the termination, believing it was in compliance.",exit,provider_payer_exit
