title,published_dt,sources,sections,urls
Ohio hospital payroll delayed over processing error,2024-08-26T14:37:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ohio-hospital-payroll-delayed-over-processing-error/
Community group secures funds to purchase closing Steward Ohio hospital,2024-08-26T14:34:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/community-group-secures-funds-to-purchase-closing-steward-ohio-hospital/
Senator urges Pennsylvania AG to intervene in Crozer sale,2024-08-26T14:32:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/senator-urges-pennsylvania-ag-to-intervene-in-crozer-sale/
Healthcare Finance Trends for 2024: An Updated Look,2024-08-26T13:58:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/healthcare-finance-trends-for-2024-an-updated-look/
Penn Medicine merger will be credit positive for Doylestown Health: Moody's,2024-08-26T13:50:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/penn-medicine-merger-will-be-credit-positive-for-doylestown-health-moodys/
Ochsner to forgive $366M in medical debt,2024-08-23T19:40:18-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ochsner-to-forgive-366m-in-medical-debt/
Risant target Cone Health operating income up 32% through Q3,2024-08-23T16:36:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/risant-target-cone-health-operating-income-up-32-through-q3/
Moody's upgrades Maryland system's rating,2024-08-23T15:33:01-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-upgrades-maryland-systems-rating/
"As Kettering plans to replace hospital, city enacts moratorium on freestanding EDs",2024-08-23T15:23:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/as-kettering-plans-to-replace-hospital-city-enacts-moratorium-on-freestanding-eds/
Tenet stock hits 20-year high,2024-08-23T14:06:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tenet-stock-hits-20-year-high/
Steward to lay off 944 in Ohio amid hospital closures,2024-08-22T21:56:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-ohio-hospital-closures-to-result-in-944-layoffs/
PE firm to acquire RCM co. Knowtion Health,2024-08-22T20:20:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pe-firm-to-acquire-rcm-co-knowtion-health/
Scripps Health back in black with $109.7M Q3 operating improvement,2024-08-22T19:54:43-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/scripps-health-back-in-black-with-109-7m-q3-operating-improvement/
"Steward seeking $1.5M from Pennsylvania, or it will close hospital: AG says",2024-08-22T18:25:35-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-seeking-1-5m-from-pennsylvania-or-it-will-close-hospital-ag-says/
Louisiana system CFO stresses the need to improve patient transportation,2024-08-22T17:09:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/louisiana-system-cfo-stresses-the-need-to-improve-patient-transportation/
New Jersey wipes $61M in patient debt from Prime hospitals,2024-08-22T16:33:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/new-jersey-wipes-61m-in-patient-debt-from-prime-hospitals/
"Most common No Surprises Act complaints against payers, providers",2024-08-22T15:20:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/most-common-no-surprises-act-complaints-against-payers-providers/
MyMichigan operating margin increases to 6.6% in Q4,2024-08-22T15:15:16-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mymichigan-operating-margin-increases-to-6-6-in-q4/
"HCA financials surge, but will top executives hit incentives?",2024-08-22T14:01:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hca-financials-surge-but-will-top-executives-hit-incentives/
A shifting mindset for Providence,2024-08-22T13:47:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/a-shifting-mindset-for-providence/
Lawmakers push for tougher enforcement on MultiPlan,2024-08-21T22:33:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/lawmakers-push-for-tougher-enforcement-on-multiplan/
Steward to close 2 Ohio hospitals,2024-08-21T21:49:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-to-close-2-ohio-hospitals/
Florida system progresses toward privatization,2024-08-21T21:22:16-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/florida-system-progresses-toward-privatization/
Mortgage lender declines Massachusetts $4.5M offer for Steward hospital,2024-08-21T21:15:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-landlord-declines-massachusetts-4-5m-offer-for-hospital/
Providence narrows Q2 operating loss to $123M,2024-08-21T21:06:52-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/providence-narrows-q2-operating-loss-to-123m/
AHA fires back at Arnold Ventures again,2024-08-21T20:15:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/aha-fires-back-at-arnold-ventures-again/
Health systems vie for the premium dollar,2024-08-21T14:14:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-systems-vie-for-the-premium-dollar/
"Johns Hopkins is working toward pre-COVID margins, CFO says",2024-08-21T14:03:08-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/johns-hopkins-is-working-toward-pre-covid-margins-cfo-says/
University Hospitals to sell lab assets to Quest Diagnostics,2024-08-21T13:47:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/university-hospitals-to-sell-lab-assets-to-quest-diagnostics/
Tennessee hospital that closed in March to reopen under new designation,2024-08-21T13:21:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tennessee-hospital-that-closed-in-march-to-reopen-under-new-designation/
Texas Children's losses soar with no respite in sight,2024-08-20T20:39:02-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/texas-childrens-losses-soar-with-no-respite-in-sight/
North Memorial flagship hospital losing $124M annually,2024-08-20T14:59:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/north-memorial-flagship-hospital-losing-124m-annually/
Former R1 RCM CEO to return,2024-08-20T14:21:30-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/former-r1-rcm-ceo-to-return/
"RCM leaders use 'quick, early wins' to ensure AI buy-in",2024-08-20T14:06:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-rcm-leaders-ensure-ai-buy-in-through-quick-early-wins/
29 statistics on hospital profitability: Who has the biggest gains?,2024-08-20T13:42:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/29-statistics-on-hospital-profitability-who-has-the-biggest-gains/
Payers increasingly using information requests to deny care: Report,2024-08-20T13:33:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/payers-increasingly-using-information-requests-to-deny-care-report/
"Mayo Clinic posts $449M Q2 operating gain, 8.9% margin",2024-08-19T22:02:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mayo-clinic-posts-449m-q2-operating-gain-8-9-margin/
Tennessee hospital misses payroll,2024-08-19T20:58:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tennessee-hospital-misses-payroll/
Oregon hospital CEO denies closure rumors amid staff concerns,2024-08-19T20:13:53-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/oregon-hospital-ceo-denies-closure-rumors-amid-staff-concerns/
3 key payer trends hospitals need to know,2024-08-19T19:55:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-key-payer-trends-hospitals-need-to-know/
Banner margin rises to 2.4% with $182.7M operating gain,2024-08-19T17:39:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/banner-margin-rises-to-2-4-with-182-7m-operating-gain/
Jefferson back in the black in fiscal 2024,2024-08-19T17:20:27-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/jefferson-black-in-the-black-in-fiscal-2024/
Ascension Illinois hospital to close amid Prime acquisition,2024-08-19T14:10:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascension-illinois-hospital-to-close-amid-prime-acquisition/
Prisma margin rises to 4.4% ahead of Tennessee expansion,2024-08-19T13:59:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prisma-margin-grows-4-4-ahead-of-tennessee-expansion/
Legacy Health margin plummets to -5.9% ahead of planned OHSU merger,2024-08-19T13:42:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/legacy-health-margin-falls-to-5-9-ahead-of-planned-ohsu-merger/
3 systems aim to take over Steward Massachusetts hospitals,2024-08-16T18:40:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-systems-aim-to-take-over-steward-massachusetts-hospitals/
"Ardent Health margin rises to 2.9% in Q2 amid 'strong top-line growth,' CEO says",2024-08-16T17:32:27-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ardent-health-margin-rises-to-2-9-in-q2-amid-strong-top-line-growth-ceo-says/
Hospitals' credit 'trifurcation' issue,2024-08-16T17:07:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-credit-trifurcation-issue/
NYC Care: A blueprint for universal healthcare access,2024-08-16T16:09:01-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/nyc-care-a-blueprint-for-universal-healthcare-access/
1 health system's secret to Medicare Advantage success,2024-08-16T16:04:30-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/1-health-systems-secret-to-medicare-advantage-success/
Health systems' new growth metrics,2024-08-16T14:38:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-systems-new-growth-metrics/
Medicare Advantage woes pose growing threat to hospitals: S&P,2024-08-16T14:01:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/medicare-advantage-woes-pose-growing-threat-to-hospitals/
Mass General Brigham profits slip; CEO touts need 'to ensure financial stability',2024-08-16T13:52:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mass-general-brigham-profits-slip-ceo-touts-need-to-ensure-financial-stability/
"Steward must pay severance for 2 closing Massachusetts hospitals, governor says",2024-08-15T21:46:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-must-pay-severance-for-2-closing-massachusetts-hospitals-governor-says/
Moody's downgrades Mount Sinai's rating 2 notches,2024-08-15T21:35:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-downgrades-mount-sinais-rating-2-notches/
"HCA, Bon Secours Mercy Health turf war heats up",2024-08-15T21:14:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hca-bon-secours-mercy-health-turf-war-ramps-up/
Cleveland Clinic returns to profitability with $45.3M Q2 operating gain,2024-08-15T21:06:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cleveland-clinic-returns-to-profitability-with-45-3m-q2-operating-gain/
Steward hospital sale hearing delayed again,2024-08-15T16:49:43-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-hospital-sale-hearing-delayed-again/
CMS' drug price cuts to save $7.5B in 2026: 5 things to know,2024-08-15T16:42:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cms-drug-price-cuts-to-save-7-5b-in-2026-5-things-to-know/
Healthcare bankruptcies slow after 5-year high,2024-08-15T15:28:13-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/healthcare-bankruptcies-slow-after-5-year-high/
Management among Northern Light Health hospital layoffs,2024-08-15T14:42:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/management-among-northern-light-health-hospital-layoffs/
Children's hospitals' profitability hits 10-year low: Fitch,2024-08-15T14:10:23-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/childrens-hospitals-profitability-hits-10-year-low-fitch/
Hospitals file amicus brief urging Supreme Court to 'correct' DSH pay formula,2024-08-15T13:39:43-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-file-amicus-brief-urging-supreme-court-to-correct-dsh-pay-formula/
2-midnight rule yields mixed results for health systems,2024-08-14T21:19:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/2-midnight-rule-yields-mixed-results-for-health-systems/
Corewell Health's operating margin rises to 2.1%,2024-08-14T20:39:27-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/corewell-healths-operating-margin-rises-to-2-1/
CorroHealth acquiring Xtend Healthcare,2024-08-14T20:10:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/corrohealth-acquiring-xtend-healthcare/
